Tratamiento;trat;bloque;plot;date;label;obs;exp.flux;t1;v1;v4;soilmo.perc;tcham;pressure;h20;co2;cdry;rh;tbench;fitstatus;licor
9d;N;2;12;5/5/2017 08:23;d;27;4,06;25,88;2,397;;54,2;25,68;99,41;31,417;551,23;569,11;94,33;51,51;Exp;1
9d;N;2;12;5/5/2017 08:26;d;28;3,91;25,8;2,398;;54,2;25,65;99,41;31,463;548,08;565,89;94,64;51,5;Exp;1
9d;N;2;12;5/5/2017 08:29;d;29;3,76;25,77;2,4;;54,2;25,66;99,42;31,486;554,57;572,59;94,66;51,51;Exp;1
9d;N;4;13;4/5/2017 16:05;c;43;3,85;25,83;0,001;;55,4;27,78;99;35,528;575,92;597,14;93,87;51,36;Lin;2
9d;N;4;13;4/5/2017 16:07;a;41;3,87;25,79;2,191;;54,3;27,73;99,05;34,133;522,76;541,24;90,51;51,5;Exp;1
9d;N;4;13;4/5/2017 16:08;c;44;3,85;25,83;0,001;;55,4;27,65;99,02;35,493;549,13;569,34;94,53;51,36;Lin;2
9d;N;4;13;4/5/2017 16:10;a;42;3,67;25,89;2,194;;54,3;27,62;99,07;34,36;535,02;554,06;91,7;51,49;Lin;1
9d;N;4;13;4/5/2017 16:11;c;45;4,05;25,81;0,001;;55,4;27,6;99,02;35,28;540,44;560,2;94,22;51,36;Exp;2
9d;N;4;13;4/5/2017 16:13;a;43;3,73;25,75;2,195;;54,3;27,53;99,06;34,066;514,29;532,43;91,36;51,49;Lin;1
9d;N;4;13;4/5/2017 16:19;d;44;4,26;25,95;2,151;;54,3;27,46;99,07;33,933;504,99;522,73;91,43;51,5;Lin;1
9d;N;4;13;4/5/2017 16:22;d;45;4,1;25,82;2,155;;54,3;27,43;99,1;34,041;524,17;542,64;91,93;51,5;Lin;1
9d;N;4;13;4/5/2017 16:25;d;46;4,19;25,86;2,157;;54,3;27,38;99,1;34,177;549,79;569,24;92,55;51,5;Exp;1
9d;C;4;14;4/5/2017 15:06;d;32;5,3;25,99;2,074;;54,4;28,35;99;33,005;448,79;464,1;84,36;51,48;Lin;1
9d;C;4;14;4/5/2017 15:09;d;33;5,64;26,03;2,071;;54,4;28,17;99,02;33,019;449,11;464,45;85,34;51,51;Exp;1
9d;C;4;14;4/5/2017 15:12;d;34;5,61;26,07;2,069;;54,4;28,13;99,04;32,792;443,75;458,79;84,91;51,51;Exp;1
9d;C;4;14;4/5/2017 15:19;b;35;3,36;25,64;2,375;;54,2;27,97;99,06;33,129;474,58;490,83;86,58;51,5;Exp;1
9d;C;4;14;4/5/2017 15:22;b;36;3,32;25,52;2,37;;54,2;27,87;99,06;32,998;461,18;476,91;86,8;51,51;Lin;1
9d;C;4;14;4/5/2017 15:25;b;37;3,14;25,49;2,364;;54,2;27,76;99,05;33,765;487,57;504,6;89,37;51,51;Lin;1
9d;C;4;14;4/5/2017 15:33;a;38;5,53;25,84;2,108;;54,4;27,62;99,02;33,214;489,92;506,76;88,61;51,51;Lin;1
9d;C;4;14;4/5/2017 15:36;a;39;5,55;25,76;2,106;;54,4;27,53;99,04;32,792;473,14;489,18;87,96;51,5;Lin;1
9d;C;4;14;4/5/2017 15:39;a;40;5,49;25,71;2,105;;54,4;27,51;99,06;33,092;487,73;504,43;88,88;51,5;Lin;1
9d;P;4;15;4/5/2017 15:17;a;34;3,84;25,71;;;55,4;28,21;98,96;34,667;486,65;504,13;89,25;51,37;Lin;2
9d;P;4;15;4/5/2017 15:20;a;35;3,99;25,72;;;55,4;28,07;98,97;34,513;479,9;497,05;89,63;51,35;Exp;2
9d;P;4;15;4/5/2017 15:23;a;36;3,64;25,69;;;55,4;27,97;98,97;34,343;479,33;496,38;89,72;51,36;Lin;2
9d;P;4;15;4/5/2017 15:29;d;37;4,26;25,92;;;55,4;27,89;98,96;35,124;529,38;548,65;92,18;51,34;Lin;2
9d;P;4;15;4/5/2017 15:32;d;38;4,31;25,8;;;55,4;27,74;98,97;35,126;546,01;565,89;93,01;51,35;Exp;2
9d;P;4;15;4/5/2017 15:35;d;39;4,12;25,74;;;55,4;27,68;98,98;35,012;543,77;563,5;92,98;51,35;Exp;2
9d;P;4;15;4/5/2017 15:43;b;40;6,14;26,01;;;55,4;27,66;99;34,048;484,39;501,47;90,55;51,36;Exp;2
9d;P;4;15;4/5/2017 15:46;b;41;5,21;25,98;;;55,4;27,57;98,99;34,564;499,1;516,97;92,46;51,36;Lin;2
9d;P;4;15;4/5/2017 15:49;b;42;5,42;25,96;;;55,4;27,56;99,01;34,541;507,26;525,4;92,46;51,35;Exp;2
9d;P;5;16;4/5/2017 14:20;d;25;2,52;25,82;;;55,4;28,75;98,96;36,654;483,33;501,72;91,46;51,34;Lin;2
9d;P;5;16;4/5/2017 14:23;d;26;2,49;25,81;;;55,4;28,52;98,97;36,318;483,61;501,84;91,88;51,34;Lin;2
9d;P;5;16;4/5/2017 14:26;d;27;2,41;25,69;;;55,4;28,4;98,97;36,682;500,65;519,71;93,45;51,37;Lin;2
9d;P;5;16;4/5/2017 14:35;a;28;5,53;26,38;;;55,4;28,66;98,96;37,07;539,02;559,77;92,95;51,35;Lin;2
9d;P;5;16;4/5/2017 14:38;a;29;5,42;26,09;;;55,4;28,61;98,97;37,351;528,28;548,78;94,03;51,35;Lin;2
9d;P;5;16;4/5/2017 14:41;a;30;6,15;26,02;;;55,4;28,55;98,98;36,071;479,29;497,23;91,12;51,38;Exp;2
9d;P;5;16;4/5/2017 14:47;b;31;5,2;26,14;;;55,4;28,64;98,96;36,352;488,15;506,56;91,31;51,36;Exp;2
9d;P;5;16;4/5/2017 14:50;b;32;4,8;26,12;;;55,4;28,61;98,95;36,776;500,23;519,32;92,52;51,36;Lin;2
9d;P;5;16;4/5/2017 14:53;b;33;5,03;26,07;;;55,4;28,59;98,94;36,877;515,77;535,51;92,91;51,36;Exp;2
9d;NP;5;18;4/5/2017 13:32;a;19;5,82;25,52;;;55,4;28,74;99,06;36,716;512,19;531,71;91,76;51,35;Exp;2
9d;NP;5;18;4/5/2017 13:35;a;20;5,36;25,79;;;55,4;28,65;99,04;36,385;491,04;509,59;91,39;51,35;Exp;2
9d;NP;5;18;4/5/2017 13:38;a;21;5,02;25,67;;;55,4;28,64;99,03;36,597;493,93;512,69;91,97;51,35;Lin;2
9d;NP;5;18;4/5/2017 13:40;d;20;3,51;25,91;2,151;;54,3;28,62;99,1;35,121;475,99;493,32;88,45;51,49;Exp;1
9d;NP;5;18;4/5/2017 13:43;d;21;3,5;25,54;2,153;;54,3;28,58;99,11;34,706;445,9;461,93;87,63;51,51;Exp;1
9d;NP;5;18;4/5/2017 13:45;b;22;6,84;26,38;0,001;;55,4;28,8;99,02;36,891;502,95;522,22;91,85;51,35;Lin;2
9d;NP;5;18;4/5/2017 13:46;d;22;3,39;25,61;2,153;;54,3;28,44;99,11;35,076;466,35;483,3;89,28;51,5;Exp;1
9d;NP;5;18;4/5/2017 13:48;b;23;6,65;25,99;;;55,4;28,66;99,01;37,022;514,93;534,72;92,95;51,35;Lin;2
9d;NP;5;18;4/5/2017 13:51;b;24;6,65;25,89;;;55,4;28,63;99,01;37,334;536;556,79;93,87;51,35;Exp;2
9d;C;5;19;4/5/2017 12:43;a;10;2,92;25,62;2,554;;54,1;29,49;99,16;36,732;534,54;554,92;88,04;51,5;Lin;1
9d;C;5;19;4/5/2017 12:46;a;11;3,44;25,7;2,563;;54,1;29,64;99,19;36,48;458,34;475,7;86,68;51,5;Exp;1
9d;C;5;19;4/5/2017 12:49;a;12;3,01;25,69;2,565;;54,1;29,49;99,18;36,957;472,07;490,19;88,58;51,52;Lin;1
9d;C;5;19;4/5/2017 12:54;a;13;3,19;25,6;2,565;;54,1;29,15;99,18;35,383;449,77;466,27;86,49;51,52;Exp;1
9d;C;5;19;4/5/2017 13:02;d;14;3,79;25,64;2,267;;54,3;28,87;99,15;35,498;502,82;521,33;88,18;51,48;Lin;1
9d;C;5;19;4/5/2017 13:07;d;15;3,74;25,52;2,279;;54,3;28,75;99,16;35,387;513,73;532,58;88,5;51,5;Lin;1
9d;C;5;19;4/5/2017 13:10;d;16;3,87;25,59;2,281;;54,3;28,61;99,15;35,135;497,05;515,15;88,6;51,49;Exp;1
9d;C;5;19;4/5/2017 13:18;b;17;3,38;25,66;1,916;;54,5;28,36;99,14;34,405;496,8;514,5;88;51,5;Exp;1
9d;C;5;19;4/5/2017 13:21;b;18;3,46;25,59;1,917;;54,5;28,46;99,14;34,491;467,48;484,18;87,76;51,49;Exp;1
9d;C;5;19;4/5/2017 13:24;b;19;3,45;25,62;1,917;;54,5;28,46;99,13;34,277;440,38;456,02;87,21;51,5;Exp;1
9d;NP;4;20;4/5/2017 14:18;a;23;2,95;25,67;2,294;;54,3;28,91;99,07;34,18;440,57;456,16;84,59;51,48;Lin;1
9d;NP;4;20;4/5/2017 14:21;a;24;3,08;25,71;2,296;;54,3;28,84;99,08;34,509;438,36;454,02;85,8;51,49;Exp;1
9d;NP;4;20;4/5/2017 14:24;a;25;3,02;25,7;2,296;;54,3;28,74;99,08;33,448;434,37;449,41;83,63;51,5;Lin;1
9d;NP;4;20;4/5/2017 14:31;d;26;5,6;25,96;2,331;;54,2;28,66;99,06;33,626;441,17;456,53;84,47;51,5;Lin;1
9d;NP;4;20;4/5/2017 14:34;d;27;5,44;25,9;2,333;;54,2;28,6;99,07;33,829;453,13;468,99;85,29;51,49;Exp;1
9d;NP;4;20;4/5/2017 14:37;d;28;5,37;25,79;2,334;;54,2;28,53;99,07;34,227;465,75;482,25;86,62;51,5;Lin;1
9d;NP;4;20;4/5/2017 14:43;b;29;3,69;25,62;2,414;;54,2;28,58;99,05;33,806;435,31;450,54;85,31;51,49;Lin;1
9d;NP;4;20;4/5/2017 14:46;b;30;3,57;25,57;2,415;;54,2;28,47;99,04;33,921;452,49;468,37;86,15;51,5;Lin;1
9d;NP;4;20;4/5/2017 14:49;b;31;3,41;25,51;2,417;;54,2;28,34;99,05;33,228;446,32;461,66;85,02;51,49;Lin;1
9d;P;6;21;4/5/2017 12:49;a;10;3,99;25,67;;;55,4;28,63;99,12;36,654;492,66;511,4;92,28;51,35;Exp;2
9d;P;6;21;4/5/2017 12:52;a;11;3,91;25,5;;;55,4;28,43;99,14;35,97;485,13;503,23;91,62;51,35;Exp;2
9d;P;6;21;4/5/2017 12:55;a;12;3,68;25,59;;;55,4;28,24;99,12;35,484;476,99;494,54;91,37;51,34;Exp;2
9d;P;6;21;4/5/2017 13:01;d;13;3,23;25,66;;;55,4;28,25;99,08;36,37;534,45;554,62;93,56;51,36;Exp;2
9d;P;6;21;4/5/2017 13:04;d;14;3,1;25,55;;;55,4;28,2;99,09;36,491;538,1;558,48;94,21;51,36;Exp;2
9d;P;6;21;4/5/2017 13:07;d;15;3,02;25,48;;;55,4;28,17;99,09;35,814;496,4;514,84;92,58;51,35;Lin;2
9d;P;6;21;4/5/2017 13:13;b;16;3,04;25,61;;;55,4;28,19;99,09;36,096;546,42;566,88;93,21;51,36;Exp;2
9d;P;6;21;4/5/2017 13:16;b;17;3,3;25,54;;;55,4;28,22;99,08;35,959;517,83;537,15;92,71;51,35;Exp;2
9d;P;6;21;4/5/2017 13:19;b;18;3,16;25,59;;;55,4;28,32;99,07;36,225;504,53;523,49;92,79;51,37;Exp;2
9d;NP;6;23;4/5/2017 11:50;a;1;5,4;25,59;2,169;;54,3;29,1;99,33;35,093;521,22;540,18;86,13;51,49;Lin;1
9d;NP;6;23;4/5/2017 11:53;a;2;5,41;25,46;2,167;;54,3;29;99,33;35,265;539,38;559,1;87,09;51,51;Lin;1
9d;NP;6;23;4/5/2017 11:56;a;3;5,5;25,63;2,165;;54,3;28,92;99,34;35,253;531,23;550,65;87,45;51,5;Lin;1
9d;NP;6;23;4/5/2017 12:03;d;4;4,59;25,62;2,077;;54,4;28,68;99,34;32,843;439,62;454,55;82,64;51,5;Exp;1
9d;NP;6;23;4/5/2017 12:06;d;5;4,5;25,53;2,074;;54,4;28,62;99,33;32,986;441,06;456,1;83,28;51,5;Exp;1
9d;NP;6;23;4/5/2017 12:09;d;6;4,31;25,59;2,074;;54,4;28,48;99,31;33,169;452,81;468,34;84,4;51,51;Lin;1
9d;NP;6;23;4/5/2017 12:17;b;7;5,13;25,68;2,094;;54,4;28,58;99,25;34,939;514,7;533,33;88,34;51,5;Lin;1
9d;NP;6;23;4/5/2017 12:20;b;8;5,55;25,81;2,092;;54,4;28,59;99,25;34,462;486,95;504,33;87,14;51,51;Exp;1
9d;NP;6;23;4/5/2017 12:23;b;9;5,09;25,77;2,089;;54,4;28,54;99,24;34,754;473,97;491,04;88,03;51,51;Lin;1
9d;C;6;24;4/5/2017 12:06;d;5;3,51;25,57;;;55,4;28,98;99,2;36,295;497,2;515,92;89,67;51,34;Exp;2
9d;C;6;24;4/5/2017 12:09;d;6;3,41;25,74;;;55,4;28,87;99,19;36,567;518,26;537,93;90,86;51,35;Exp;2
9d;C;6;24;4/5/2017 12:15;b;7;4,7;25,78;;;55,4;29,02;99,18;35,398;463,41;480,42;87,14;51,36;Lin;2
9d;C;6;24;4/5/2017 12:18;b;8;4,66;26,03;;;55,4;28,93;99,17;36,632;532,07;552,31;90,66;51,36;Exp;2
9d;C;6;24;4/5/2017 12:21;b;9;4,66;25,99;;;55,4;29,03;99,19;36,021;463,12;480,42;88,64;51,36;Lin;2
AGO;N;1;1;25/08/2017  01:01;a;47;5,28;25,48;2,063;;54,4;27,47;99,27;39,608;507,97;528,92;106,85;51,36;Exp 2;2
AGO;N;1;1;25/08/2017  01:04;a;48;5,31;25,39;2,067;;54,4;27,53;99,3;39,859;520,99;542,62;107,2;51,35;Exp 2;2
AGO;N;1;1;25/08/2017  01:07;a;49;5,03;25,39;2,07;;54,4;27,51;99,27;39,838;538,83;561,18;107,24;51,37;Lin;2
AGO;N;1;1;25/08/2017  01:15;d;50;3,12;25,1;2,127;;54,3;27,45;99,3;39,336;490,27;510,35;106,26;51,35;Exp 2;2
AGO;N;1;1;25/08/2017  01:18;d;51;3,28;25,09;2,129;;54,3;27,36;99,28;39,379;525,83;547,39;106,95;51,36;Exp 2;2
AGO;N;1;1;25/08/2017  01:21;d;52;3,01;25,07;2,129;;54,3;27,26;99,27;39,1;519,63;540,77;106,79;51,36;Lin;2
AGO;N;1;1;25/08/2017 01:30;b;53;5,93;25,32;;;55,4;27,25;99,25;38,886;503,11;523,47;106,18;51,35;Exp;2
AGO;N;1;1;25/08/2017 01:34;b;54;6,52;25,21;2,004;;54,4;27,52;99,25;39,61;490,04;510,25;106,53;51,39;Exp;2
AGO;N;1;1;25/08/2017 01:37;b;55;6,21;25,16;2,005;;54,4;27,52;99,28;39,477;480,79;500,56;106,21;51,35;Exp;2
AGO;N;1;1;25/08/2017 01:40;b;56;5,86;25,08;2,006;;54,4;27,49;99,27;39,249;483,13;502,87;105,76;51,34;Exp;2
AGO;C;1;2;25/08/2017 11:56;a;38;3,62;25,13;2,057;;54,4;27,15;99,39;38,774;490,19;509,96;106,72;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 11:59;a;39;3,7;25,06;2,058;;54,4;27,01;99,4;38,776;508,16;528,66;107,62;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 12:02;a;40;3,75;25,09;2,058;;54,4;26,94;99,4;38,601;509,66;530,12;107,58;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 12:11;d;41;9,09;27,38;1,057;;54,9;27,17;99,34;38,848;524,33;545,52;106,75;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 12:14;d;42;8,45;27,68;1,058;;54,9;27,26;99,35;39,164;490,59;510,59;106,97;51,35;Lin;2
AGO;C;1;2;25/08/2017 12:17;d;43;8,14;25,75;1,593;;54,6;27,42;99,35;39,514;517,01;538,28;106,95;51,34;Exp 2;2
AGO;C;1;2;25/08/2017 12:26;b;44;5,43;25,25;1,977;;54,4;27,23;99,36;39,085;526,02;547,42;107,05;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 12:29;b;45;5,48;25,24;1,984;;54,4;27,06;99,36;38,765;516,58;537,41;107,19;51,36;Exp 2;2
AGO;C;1;2;25/08/2017 12:32;b;46;5,17;25,19;1,987;;54,4;27,01;99,32;38,743;572,55;595,63;107,49;51,36;Exp 2;2
AGO;NP;1;3;25/8/2017 12:03;a;48;8,1;25,31;2,522;;54,2;27,13;99,4;33,464;504,86;522,34;92,23;51,49;Exp 2;1
AGO;NP;1;3;25/8/2017 12:06;a;49;7,64;25,36;2,525;;54,2;27,36;99,4;33,754;534,11;552,77;91,74;51,49;Lin;1
AGO;NP;1;3;25/8/2017 12:10;a;50;7,96;25,31;2,525;;54,2;27,7;99,41;34,081;474,31;491,05;90,83;51,52;Exp 2;1
AGO;NP;1;3;25/8/2017 12:29;b;51;4,87;25,48;2,467;;54,2;27,21;99,34;33,713;518,7;536,8;92,42;51,7;Exp 2;1
AGO;NP;1;3;25/8/2017 12:32;b;52;3,73;25,34;2,468;;54,2;27,14;99,36;33,083;488,52;505,23;91,07;51,51;Exp 2;1
AGO;NP;1;3;25/8/2017 12:35;b;53;3,49;25,52;2,469;;54,2;27,06;99,35;32,906;518,58;536,23;91,03;51,51;Exp 2;1
AGO;NP;1;3;25/8/2017 12:43;d;54;4;25,09;2,667;;54,1;27;99,36;32,741;551,12;569,78;90,93;51,52;Exp 2;1
AGO;NP;1;3;25/8/2017 12:46;d;55;3,81;25,01;2,668;;54,1;26,88;99,37;32,685;608,91;629,48;91,38;51,51;Exp 2;1
AGO;NP;1;3;25/8/2017 12:49;d;56;3,73;24,97;2,669;;54,1;26,87;99,36;32,639;594,56;614,63;91,3;51,5;Lin;1
AGO;P;1;4;25/08/2017 10:49;a;29;3,65;25,25;2,116;;54,4;26,64;99,44;38,38;556,75;578,97;108,86;51,35;Lin;2
AGO;P;1;4;25/08/2017 10:52;a;30;3,91;25,23;2,119;;54,4;27,11;99,43;38,747;541,1;562,91;106,93;51,35;Exp 2;2
AGO;P;1;4;25/08/2017 10:55;a;31;3,84;25,24;2,121;;54,4;27,72;99,46;39,327;511,33;532,26;104,67;51,35;Exp 2;2
AGO;P;1;4;25/08/2017 11:07;b;32;4,9;25,43;2,114;;54,4;26,9;99,44;39,291;529,21;550,85;109,79;51,34;Lin;2
AGO;P;1;4;25/08/2017 11:11;b;33;4,89;25,36;2,114;;54,4;26,88;99,47;39,15;558,03;580,77;109,58;51,37;Exp 2;2
AGO;P;1;4;25/08/2017 11:14;b;34;4,72;25,36;2,115;;54,4;26,84;99,44;38,984;575,95;599,31;109,26;51,35;Lin;2
AGO;P;1;4;25/08/2017 11:24;c;35;3,54;25,02;2,097;;54,4;26,62;99,43;38,168;541,83;563,33;108,48;51,36;Lin;2
AGO;P;1;4;25/08/2017 11:27;c;36;3,55;24,96;2,099;;54,4;26,56;99,41;38,038;560,85;583,02;108,42;51,35;Lin;2
AGO;P;1;4;25/08/2017 11:30;c;37;3,47;24,9;2,1;;54,4;26,61;99,41;38,13;551,21;573,06;108,3;51,34;Lin;2
AGO;NP;2;5;25/8/2017 11:08;a;39;3,45;24,7;2,342;;54,2;26,77;99,47;33,267;459,76;475,58;93,69;51,5;Exp 2;1
AGO;NP;2;5;25/8/2017 11:11;a;40;3,02;25,14;2,344;;54,2;26,67;99,48;32,837;488,92;505,52;93,04;51,52;Lin;1
AGO;NP;2;5;25/8/2017 11:14;a;41;3,02;25,1;2,345;;54,2;26,65;99,47;32,65;448,23;463,36;92,61;51,52;Lin;1
AGO;NP;2;5;25/8/2017 11:22;d;42;5,46;25,24;2,594;;54,1;26,63;99,49;32,392;474;489,87;92,01;51,51;Exp 2;1
AGO;NP;2;5;25/8/2017 11:25;d;43;5,12;25,06;2,602;;54,1;26,53;99,47;32,264;468,91;484,54;92,17;51,5;Lin;1
AGO;NP;2;5;25/8/2017 11:28;d;44;5,05;25,1;2,604;;54,1;26,54;99,48;32,243;485,33;501,5;92,1;51,5;Lin;1
AGO;NP;2;5;25/8/2017 11:37;b;45;3,07;25,07;2,642;;54,1;26,73;99,47;32,601;448,92;464,05;91,99;51,5;Lin;1
AGO;NP;2;5;25/8/2017 11:40;b;46;3,09;25,09;2,645;;54,1;26,66;99,46;32,518;435,63;450,27;92,18;51,49;Exp 2;1
AGO;NP;2;5;25/8/2017 11:43;b;47;2,83;25,07;2,647;;54,1;26,64;99,44;32,511;484,35;500,62;92,25;51,5;Lin;1
AGO;P;2;6;25/8/2017 09:05;a;21;7,46;25,96;2,252;;54,3;25,84;99,44;30,579;554,87;572,37;90,91;51,5;Exp 2;1
AGO;P;2;6;25/8/2017 09:08;a;22;6,96;25,79;2,266;;54,3;25,79;99,45;30,748;582,01;600,47;91,72;51,5;Lin;1
AGO;P;2;6;25/8/2017 09:11;a;23;7,2;25,65;2,274;;54,3;25,88;99,46;31,007;553,32;571,03;92;51,5;Exp 2;1
AGO;P;2;6;25/8/2017 09:20;b;24;3,62;25,32;2,529;;54,2;25,82;99,46;31,309;584,21;603,09;93,22;51,5;Exp 2;1
AGO;P;2;6;25/8/2017 09:23;b;25;3,47;25,31;2,53;;54,2;25,74;99,46;31,267;547,02;564,68;93,58;51,5;Lin;1
AGO;P;2;6;25/8/2017 09:27;b;26;3,5;25,26;2,529;;54,2;25,73;99,46;31,268;565,41;583,66;93,69;51,5;Exp 2;1
AGO;P;2;6;25/8/2017 09:39;c;27;4,23;25,26;2,524;;54,2;25,89;99,47;31,447;490,6;506,53;93,28;51,49;Exp 2;1
AGO;P;2;6;25/8/2017 09:42;c;28;3,85;25,17;2,528;;54,2;25,87;99,47;31,474;521,02;537,95;93,49;51,49;Lin;1
AGO;P;2;6;25/8/2017 09:45;c;29;4,06;25,26;2,53;;54,2;25,92;99,48;31,531;482,68;498,39;93,39;51,52;Exp 2;1
AGO;C;2;7;25/8/2017 10:05;a;30;4,3;25,35;2,531;;54,1;26,46;99,46;32,648;452,02;467,28;93,64;51,67;Lin;1
AGO;C;2;7;25/8/2017 10:09;a;31;3,65;25,03;2,531;;54,1;26,48;99,5;32,363;457,05;472,34;92,75;51,51;Exp 2;1
AGO;C;2;7;25/8/2017 10:12;a;32;3,52;25,1;2,532;;54,1;26,52;99,5;32,454;471,47;487,29;92,79;51,5;Exp 2;1
AGO;C;2;7;25/8/2017 10:19;d;33;3,09;25,18;2,631;;54,1;26,78;99,52;32,829;463,96;479,71;92,45;51,51;Exp 2;1
AGO;C;2;7;25/8/2017 10:22;d;34;2,97;25,04;2,634;;54,1;26,77;99,53;32,949;464,81;480,64;92,91;51,52;Exp 2;1
AGO;C;2;7;25/8/2017 10:26;d;35;2,95;24,98;2,634;;54,1;26,69;99,54;32,929;464,29;480,1;93,25;51,5;Lin;1
AGO;C;2;7;25/8/2017 10:32;b;36;4,44;25,1;2,604;;54,1;26,66;99,51;32,942;482,91;499,37;93,43;51,49;Exp 2;1
AGO;C;2;7;25/8/2017 10:36;b;37;4,27;25,1;2,608;;54,1;26,73;99,51;32,969;438,55;453,5;93,11;51,5;Exp 2;1
AGO;C;2;7;25/8/2017 10:39;b;38;4,15;24,97;2,609;;54,1;26,61;99,52;32,847;441,73;456,73;93,44;51,51;Lin;1
AGO;C;3;8;25/8/2017 07:07;a;1;2,96;25,07;2,502;;54,2;23,55;99,47;27,003;650,85;668,91;92,15;51,5;Exp 2;1
AGO;C;3;8;25/8/2017 07:11;a;2;3,65;25,13;2,52;;54,2;23,48;99,47;27,069;562,73;578,39;92,77;51,56;Exp 2;1
AGO;C;3;8;25/8/2017 07:15;a;3;3,1;24,81;2,521;;54,2;23,5;99,48;27,038;558,68;574,2;92,59;51,51;Exp 2;1
AGO;C;3;8;25/8/2017 07:18;a;4;3,03;25,18;2,524;;54,2;23,51;99,48;27,075;558,1;573,63;92,64;51,49;Exp 2;1
AGO;C;3;8;25/8/2017 07:23;a;5;2,91;25,17;2,525;;54,2;23,53;99,49;27,166;567,03;582,86;92,85;51,51;Lin;1
AGO;C;3;8;25/8/2017 07:32;b;6;3,41;25,08;2,505;;54,2;23,67;99,49;27,37;586,3;602,79;92,77;51,51;Exp 2;1
AGO;C;3;8;25/8/2017 07:35;b;7;3,2;25,11;2,508;;54,2;23,7;99,49;27,44;594,33;611,1;92,83;51,52;Lin;1
AGO;C;3;8;25/8/2017 07:38;b;8;3,15;25,09;2,509;;54,2;23,72;99,49;27,488;597,83;614,73;92,86;51,51;Lin;1
AGO;C;3;8;25/8/2017 07:46;c;9;4,14;25,05;2,415;;54,2;23,92;99,48;27,728;626,92;644,79;92,53;51,51;Exp 2;1
AGO;C;3;8;25/8/2017 07:50;c;10;3,85;25,11;2,427;;54,2;23,93;99,48;27,786;608,37;625,75;92,68;51,51;Exp 2;1
AGO;C;3;8;25/8/2017 07:53;c;11;3,58;25,12;2,432;;54,2;23,94;99,48;27,838;602,47;619,72;92,81;51,52;Exp 2;1
AGO;P;3;9;25/8/2017 08:08;a;12;5,96;25,23;2,597;;54,1;24,33;99,5;28,321;541,17;556,94;92,24;51,51;Lin;1
AGO;P;3;9;25/8/2017 08:11;a;13;5,72;25,29;2,6;;54,1;24,37;99,51;28,427;565,85;582,4;92,36;51,5;Lin;1
AGO;P;3;9;25/8/2017 08:14;a;14;5,67;25,27;2,602;;54,1;24,41;99,51;28,554;558,18;574,59;92,57;51,51;Exp 2;1
AGO;P;3;9;25/8/2017 08:21;d;15;3,82;25,21;2,643;;54,1;24,55;99,5;28,817;546,16;562,36;92,57;51,52;Exp 2;1
AGO;P;3;9;25/8/2017 08:24;d;16;3,8;25,1;2,648;;54,1;24,52;99,49;28,838;511,94;527,14;92,85;51,51;Exp 2;1
AGO;P;3;9;25/8/2017 08:28;d;17;3,64;25,11;2,65;;54,1;24,53;99,49;28,906;502,92;517,89;93,02;51,51;Lin;1
AGO;P;3;9;25/8/2017 08:35;b;18;4,04;25,25;2,338;;54,2;24,74;99,47;29,172;529,1;545;92,62;51,51;Exp 2;1
AGO;P;3;9;25/8/2017 08:38;b;19;3,54;25,19;2,346;;54,2;24,79;99,48;29,293;557,97;574,81;92,8;51,51;Exp 2;1
AGO;P;3;9;25/8/2017 08:41;b;20;3,55;25,2;2,35;;54,2;24,83;99,47;29,37;549,31;565,93;92,82;51,52;Exp 2;1
AGO;N;3;10;25/08/2017 08:39;b;11;3,95;25,26;2,084;;54,4;24,65;99,39;34,138;590,52;611,4;108,98;51,38;Exp 2;2
AGO;N;3;10;25/08/2017 08:42;b;12;3,49;25,18;2,085;;54,4;24,68;99,39;34,256;594,94;616,04;109,12;51,34;Lin;2
AGO;N;3;10;25/08/2017 08:45;b;13;3,43;25,78;2,085;;54,4;24,73;99,4;34,389;612,91;634,74;109,24;51,36;Lin;2
AGO;N;3;10;25/08/2017 08:56;a;14;3,1;24,97;2,06;;54,4;25;99,38;34,817;568,15;588,64;108,82;51,36;Exp 2;2
AGO;N;3;10;25/08/2017 08:59;a;15;2,82;25,02;2,06;;54,4;25,02;99,39;34,915;604,35;626,21;109,06;51,35;Lin;2
AGO;N;3;10;25/08/2017 09:02;a;16;3,21;25;2,06;;54,4;25,06;99,39;35,056;577,4;598,38;109,12;51,35;Exp 2;2
AGO;N;3;10;25/08/2017 09:11;d;17;3,34;25,03;2,075;;54,4;25,65;99,39;35,752;553,36;573,88;107,5;51,36;Lin;2
AGO;N;3;10;25/08/2017 09:14;d;18;3,52;25,01;2,077;;54,4;25,69;99,4;35,937;605,61;628,18;107,81;51,36;Exp 2;2
AGO;N;3;10;25/08/2017 09:17;d;19;3,34;25;2,077;;54,4;25,76;99,41;36,173;593,27;615,54;108,08;51,36;Lin;2
AGO;NP;3;11;25/08/2017 07:47;c;1;3,62;25,04;1,84;;54,5;23,7;99,41;32,313;619,7;640,4;109,25;51,35;Lin;2
