Tratamiento;trat;bloque;plot;date;label;obs;exp.flux;t1;v1;v4;soilmo.perc;tcham;pressure;h20;co2;cdry;rh;tbench;fitstatus;licor
pre;P;6;21;24/4/2017 10:29;d;13;3,02;25,71;;;;28,55;99,43;34,556;457,83;474,21;87,61;51,35;Lin;2
pre;P;6;21;24/4/2017 10:33;d;14;2,99;25,67;;;;28,51;99,44;34,606;464,82;481,48;87,98;51,35;Lin;2
pre;P;6;21;24/4/2017 10:36;d;15;3;25,69;;;;28,54;99,44;34,941;465,36;482,21;88,67;51,36;Exp 2;2
pre;P;6;21;24/4/2017 10:47;b;16;3,55;25,89;;;;29,22;99,4;34,366;449,14;465,13;83,77;51,34;Exp 2;2
pre;P;6;21;24/4/2017 10:50;b;17;2,7;25,69;;;;28,92;99,41;34,674;619,34;641,59;86,07;51,35;Lin;2
pre;P;6;21;24/4/2017 10:53;b;18;3,36;25,98;;;;28,81;99,41;34,623;466,07;482,79;86,48;51,34;Exp 2;2
pre;NP;6;23;24/4/2017 09:08;b;1;4,82;26;;;;27,58;99,44;34,079;476,67;493,49;91,49;51,34;Lin;2
pre;NP;6;23;24/4/2017 09:11;b;2;4,66;25,97;;;;27,5;99,46;34,568;536,25;555,45;93,27;51,34;Lin;2
pre;NP;6;23;24/4/2017 09:14;b;3;4,75;26,17;;;;27,52;99,47;34,491;509,12;527,3;92,94;51,36;Lin;2
pre;NP;6;23;24/4/2017 09:25;a;4;6,99;25,96;;;;27,8;99,47;34,595;524,14;542,93;91,66;51,34;Exp 2;2
pre;NP;6;23;24/4/2017 09:28;a;5;6,47;25,95;;;;27,66;99,5;35,184;614,28;636,67;94,09;51,35;Lin;2
pre;NP;6;23;24/4/2017 09:32;a;6;6,85;25,66;;;;27,67;99,49;35,033;562,3;582,71;93,63;51,36;Exp 2;2
pre;NP;6;23;24/4/2017 09:39;d;7;5,48;25,87;;;;28,13;99,49;34,454;460,35;476,78;89,58;51,34;Exp 2;2
pre;NP;6;23;24/4/2017 09:42;d;8;4,82;25,85;;;;27,95;99,5;34,294;465,73;482,27;90,18;51,35;Lin;2
pre;NP;6;23;24/4/2017 09:45;d;9;4,76;25,74;;;;27,95;99,49;33,744;451,58;467,36;88,69;51,36;Exp 2;2
pre;C;6;24;24/4/2017 08:10;b;1;4,24;26,11;2,353;26,781;54,2;26,22;99,54;31,403;493,47;509,47;91,38;51,53;Exp 2;1
pre;C;6;24;24/4/2017 08:13;b;2;4,27;26,4;2,352;26,905;54,2;26,26;99,55;31,589;515,05;531,85;91,76;51,52;Exp 2;1
pre;C;6;24;24/4/2017 08:16;b;3;4,21;25,78;2,351;27,147;54,2;26,32;99,57;31,797;518,85;535,89;92,06;51,51;Lin;1
pre;C;6;24;24/4/2017 08:34;a;4;3,8;25,8;2,218;30,194;54,3;26,83;99,57;32,298;487,09;503,35;90,75;51,52;Exp 2;1
pre;C;6;24;24/4/2017 08:37;a;5;3,43;26,02;2,218;30,674;54,3;26,76;99,58;32,547;541,2;559,41;91,84;51,52;Exp 2;1
pre;C;6;24;24/4/2017 08:40;a;6;3,6;25,57;2,216;30,959;54,3;26,78;99,58;32,512;507,43;524,48;91,6;51,51;Exp 2;1
pre;C;6;24;24/4/2017 08:49;d;7;3,63;27,75;;29,314;55,4;27,35;99,57;33,046;499,07;516,12;90,05;51,51;Lin;1
pre;C;6;24;24/4/2017 08:52;d;8;3,61;26,2;2,116;29,26;54,4;27,32;99,55;33,234;544,28;562,99;90,7;51,51;Exp 2;1
pre;C;6;24;24/4/2017 08:55;d;9;3,72;26,04;2,117;29,361;54,4;27,36;99,55;32,872;478,58;494,84;89,45;51,5;Lin;1
24h;N;1;1;27/4/2017 08:21;a;1;6,36;25,98;;;;26,71;99,35;33,224;575,81;595,6;93,81;51,36;Exp 2;2
24h;N;1;1;27/4/2017 08:24;a;2;6,51;26,12;;;;26,76;99,34;33,454;595,43;616,04;94,17;51,37;Exp 2;2
24h;N;1;1;27/4/2017 08:27;a;3;6,54;25,81;;;;26,72;99,33;33,422;564,81;584,34;94,29;51,36;Lin;2
24h;N;1;1;27/4/2017 08:40;d;4;6,6;25,7;;;;26,76;99,32;33,762;582,76;603,12;95,01;51,36;Exp 2;2
24h;N;1;1;27/4/2017 08:43;d;5;6,23;25,6;;;;26,77;99,36;33,993;601,25;622,41;95,64;51,35;Exp 2;2
24h;N;1;1;27/4/2017 08:46;d;6;6,1;25,79;;;;26,83;99,36;34,144;607,56;629,03;95,73;51,35;Exp 2;2
24h;N;1;1;27/4/2017 08:53;b;7;7,94;26,11;;;;27,15;99,35;34,523;571,4;591,83;94,96;51,35;Exp 2;2
24h;N;1;1;27/4/2017 08:56;b;8;7,85;25,95;;;;27,12;99,33;34,559;576,02;596,64;95,17;51,34;Exp 2;2
24h;N;1;1;27/4/2017 08:59;b;9;7,66;25,99;;;;27,22;99,36;34,789;573,67;594,35;95,32;51,38;Exp 2;2
24h;C;1;2;27/4/2017 08:25;a;2;1,81;25,68;1,932;;54,4;26,5;99,44;32,01;534,62;552,3;91,59;51,52;Lin;1
24h;C;1;2;27/4/2017 08:28;a;3;1,94;25,67;1,934;;54,4;26,49;99,44;32,135;559,42;577,99;92,05;51,52;Lin;1
24h;C;1;2;27/4/2017 08:31;a;4;2,22;25,7;1,934;;54,4;26,46;99,44;31,994;525,92;543,3;91,76;51,5;Exp 2;1
24h;C;1;2;27/4/2017 08:38;d;5;6,04;26;1,574;;54,6;26,66;99,44;32,17;537,12;554,98;91,21;51,51;Exp 2;1
24h;C;1;2;27/4/2017 08:41;d;6;6,44;25,96;1,569;;54,6;26,68;99,44;32,265;493,77;510,23;91,34;51,51;Exp 2;1
24h;C;1;2;27/4/2017 08:44;d;7;5,59;25,98;1,577;;54,6;26,76;99,44;32,551;529,75;547,58;91,77;51,5;Lin;1
24h;C;1;2;27/4/2017 08:52;b;8;5,27;26;1,683;;54,6;26,98;99,43;32,974;539,59;557,99;91,72;51,51;Exp 2;1
24h;C;1;2;27/4/2017 08:55;b;9;4,89;25,87;1,68;;54,6;27,04;99,43;33,212;541,86;560,47;92,04;51,49;Exp 2;1
24h;C;1;2;27/4/2017 08:58;b;10;4,59;25,84;1,677;;54,6;27,04;99,42;33,309;561,18;580,51;92,24;51,51;Lin;1
24h;NP;1;3;27/4/2017 09:18;a;11;8,99;26,34;2,006;;54,4;27,99;99,4;32,782;456,02;471,47;85,85;51,52;Lin;1
24h;NP;1;3;27/4/2017 09:22;a;12;8,93;26,21;2,004;;54,4;28,01;99,4;33,849;498,31;515,77;88,61;51,51;Exp 2;1
24h;NP;1;3;27/4/2017 09:25;a;13;9,19;26,28;2,002;;54,4;28,04;99,39;33,471;468,66;484,89;87,46;51,5;Exp 2;1
24h;NP;1;3;27/4/2017 09:34;b;14;6,43;26,17;1,977;;54,4;28,41;99,39;33,581;447,38;462,92;85,82;51,52;Exp 2;1
24h;NP;1;3;27/4/2017 09:37;b;15;7,03;26;1,978;;54,4;28,33;99,4;33,554;447,82;463,37;86,2;51,49;Exp 2;1
24h;NP;1;3;27/4/2017 09:40;b;16;6,97;26;1,978;;54,4;28,22;99,4;33,269;455,23;470,9;86,01;51,5;Exp 2;1
24h;NP;1;3;27/4/2017 09:51;d;17;6,15;25,89;2,174;;54,3;28,26;99,37;33,757;465,3;481,55;87,05;51,5;Exp 2;1
24h;NP;1;3;27/4/2017 09:54;d;18;5,97;25,7;2,172;;54,3;28,31;99,37;33,99;454,45;470,44;87,45;51,5;Exp 2;1
24h;NP;1;3;27/4/2017 09:57;d;19;5,57;25,62;2,169;;54,3;28,18;99,38;33,812;475,92;492,58;87,63;51,5;Lin;1
24h;P;1;4;27/4/2017 09:26;b;10;6,08;26,19;;;;27,89;99,33;35,433;500,3;518,68;93,28;51,36;Exp 2;2
24h;P;1;4;27/4/2017 09:29;b;11;5,57;26,1;;;;27,82;99,33;35,337;513,64;532,45;93,47;51,37;Lin;2
24h;P;1;4;27/4/2017 09:32;b;12;5,39;26,23;;;;27,82;99,32;35,568;541,28;561,24;94,06;51,36;Lin;2
24h;P;1;4;27/4/2017 09:43;c;13;3,55;27,51;;;;27,88;99,33;34,887;487,87;505,51;91,98;51,37;Lin;2
24h;P;1;4;27/4/2017 09:46;c;14;3,38;27,55;;;;27,75;99,32;34,957;495,49;513,43;92,84;51,37;Lin;2
24h;P;1;4;27/4/2017 09:49;c;15;3,45;28,12;;;;27,76;99,34;35;491,18;508,99;92,9;51,35;Lin;2
24h;P;1;4;27/4/2017 09:58;a;16;3,95;25,98;;;;28,1;99,31;35,617;502,13;520,68;92,63;51,35;Exp;2
24h;P;1;4;27/4/2017 10:01;a;17;3,81;25,93;;;;28,17;99,32;35,747;487,69;505,77;92,65;51,35;Exp;2
24h;P;1;4;27/4/2017 10:04;a;18;3,7;26,02;;;;28,11;99,34;35,697;490,81;508,99;92,85;51,35;Exp;2
24h;NP;2;5;27/4/2017 10:26;b;21;2,79;25,88;2,225;;54,3;28,59;99,36;34,947;496,1;514,06;88,42;51,49;Lin;1
24h;NP;2;5;27/4/2017 10:29;b;22;3,29;25,77;2,223;;54,3;28,64;99,37;34,299;453,11;469,2;86,52;51,5;Lin;1
24h;NP;2;5;27/4/2017 10:32;b;23;3,38;25,82;2,221;;54,3;28,95;99,35;34,583;465,75;482,43;85,61;51,5;Exp 2;1
24h;NP;2;5;27/4/2017 10:41;d;24;5,6;26,07;2,133;;54,3;29,29;99,52;34,099;445,41;461,13;82,97;51,49;Lin;1
24h;NP;2;5;27/4/2017 10:44;d;25;7,56;25,99;2,132;;54,3;28,96;99,5;34,333;479,76;496,82;85,13;51,49;Exp 3;1
24h;NP;2;5;27/4/2017 10:47;d;26;5,44;25,97;2,131;;54,3;28,91;99,5;34,081;465,74;482,18;84,74;51,5;Exp 9;1
24h;NP;2;5;27/4/2017 10:56;d;28;5,24;25,97;2,118;;54,4;29,13;99,35;34,649;446,47;462,5;84,9;51,5;Lin;1
24h;NP;2;5;27/4/2017 11:04;a;29;14,31;26,2;1,908;;54,5;29,47;99,35;35,045;465,37;482,27;84,18;51,49;Exp 2;1
24h;NP;2;5;27/4/2017 11:08;a;30;13,71;26,08;1,903;;54,5;29,73;99,34;34,751;442,41;458,34;82,22;51,5;Exp 2;1
24h;P;2;5;27/4/2017 11:11;a;31;12,71;26,12;1,904;;54,5;29,86;99,34;34,966;454,74;471,21;82,11;51,51;Exp 2;1
24h;P;2;5;27/4/2017 11:14;a;32;13,25;26,04;1,904;;54,5;30,03;99,33;35,124;447,09;463,36;81,73;51,49;Exp 2;1
24h;P;2;6;27/4/2017 11:42;a;33;7,26;26,32;1,595;;54,6;29,45;99,26;35,006;465,11;481,98;84,17;51,48;Exp 2;1
24h;P;2;6;27/4/2017 11:45;a;34;7,37;26,31;1,593;;54,6;29,32;99,26;35,096;486,43;504,12;85,03;51,5;Exp 2;1
24h;P;2;6;27/4/2017 11:48;a;35;7,18;26,32;1,592;;54,6;29,28;99,28;35,264;496,2;514,34;85,69;51,51;Lin;1
24h;P;2;6;27/4/2017 11:57;b;36;4,53;26,2;2,06;;54,4;29,85;99,27;36,231;472,42;490,17;85,15;51,52;Lin;1
24h;P;2;6;27/4/2017 12:00;b;37;4,58;26,1;2,058;;54,4;29,88;99,27;36,476;477,11;495,17;85,63;51,51;Exp 2;1
24h;P;2;6;27/4/2017 12:03;b;38;5,05;26,09;2,056;;54,4;29,97;99,26;36,354;482,33;500,52;84,84;51,5;Exp 2;1
24h;P;2;6;27/4/2017 12:11;c;39;4,18;25,98;2,061;;54,4;29,6;99,22;35,583;451,78;468,45;84,73;51,51;Exp 2;1
24h;P;2;6;27/4/2017 12:14;c;40;3,94;25,79;2,058;;54,4;29,46;99,22;35,453;453,93;470,61;85,14;51,52;Exp 2;1
24h;P;2;6;27/4/2017 12:17;c;41;3,79;25,77;2,055;;54,4;29,43;99,21;35,793;450,93;467,67;86,12;51,5;Lin;1
24h;C;2;7;27/4/2017 11:27;a;28;4,22;29,54;;;;29,41;99,22;35,418;461,41;478,35;85,28;51,36;Exp 2;2
24h;C;2;7;27/4/2017 11:30;a;29;3,98;29,26;;;;29,33;99,25;35,823;470,51;487,99;86,7;51,36;Lin;2
24h;C;2;7;27/4/2017 11:33;a;30;3,97;29,33;;;;29,44;99,23;35,138;458,49;475,19;84,46;51,36;Lin;2
24h;C;2;7;27/4/2017 11:41;d;31;3,27;25,69;;;;29,8;99,21;34,421;443,2;459;80,98;51,36;Lin;2
24h;C;2;7;27/4/2017 11:44;d;32;3,2;25,82;;;;29,38;99,2;34,82;447,48;463,62;83,97;51,36;Exp 2;2
24h;C;2;7;27/4/2017 11:47;d;33;3,13;25,7;;;;29,23;99,23;34,217;453,52;469,59;83,3;51,36;Lin;2
24h;C;2;7;27/4/2017 11:55;b;34;4,79;26,42;;;;29,44;99,2;34,988;452,2;468,6;84,1;51,36;Lin;2
24h;C;2;7;27/4/2017 11:58;b;35;4,59;25,98;;;;29,33;99,19;34,714;459,99;476,53;83,98;51,37;Exp 2;2
24h;C;2;7;27/4/2017 12:01;b;36;4,56;25,89;;;;29,25;99,2;34,735;454,47;470,82;84,39;51,36;Lin;2
24h;C;3;8;27/4/2017 12:48;a;42;4,13;26,01;2,006;;54,4;29,84;99,1;34,723;439,43;455,23;81,49;51,47;Lin;1
24h;C;3;8;27/4/2017 12:51;a;43;4,18;26;2,003;;54,4;29,72;99,11;34,674;444,52;460,48;81,96;51,5;Lin;1
24h;C;3;8;27/4/2017 12:54;a;44;4,18;25,95;2,002;;54,4;29,74;99,11;35,237;447,21;463,55;83,15;51,5;Exp;1
24h;C;3;8;27/4/2017 13:02;c;45;4,23;25,98;1,992;;54,4;29,69;99,11;34,616;444,11;460,04;81,96;51,49;Exp;1
24h;C;3;8;27/4/2017 13:05;c;46;3,91;25,79;1,99;;54,4;29,53;99,11;34,982;444,15;460,25;83,6;51,49;Lin;1
24h;C;3;8;27/4/2017 13:08;c;47;3,98;25,72;1,988;;54,4;29,62;99,1;35,093;439,55;455,54;83,4;51,5;Exp;1
24h;C;3;8;27/4/2017 13:16;b;48;3,79;25,81;2,001;;54,4;29,84;99,1;35,258;442,08;458,24;82,75;51,5;Lin;1
24h;C;3;8;27/4/2017 13:19;b;49;3,97;25,68;1,999;;54,4;29,62;99,09;34,166;425,38;440,42;81,16;51,51;Exp;1
24h;C;3;8;27/4/2017 13:22;b;50;3,7;25,73;1,998;;54,4;29,61;99,09;34,127;419,43;434,26;81,15;51,5;Exp;1
24h;P;3;9;27/4/2017 12:49;b;37;3,48;25,82;;;;30;99,05;36,366;457,91;475,19;84,53;51,35;Exp 2;2
24h;P;3;9;27/4/2017 12:52;b;38;3,63;26,03;;;;29,98;99,05;36,112;456,35;473,44;84;51,38;Exp 2;2
24h;P;3;9;27/4/2017 12:55;b;39;3,53;25,56;;;;29,87;99,05;35,392;460,39;477,28;82,89;51,37;Exp 2;2
24h;P;3;9;27/4/2017 13:04;d;40;4,52;25,83;;;;29,68;99,04;35,717;458,79;475,79;84,52;51,36;Lin;2
24h;P;3;9;27/4/2017 13:07;d;41;4,5;26,06;;;;29,57;99,05;35,757;455,26;472,15;85,13;51,34;Lin;2
24h;P;3;9;27/4/2017 13:10;d;42;4,77;25,71;;;;29,62;99,05;35,689;452,86;469,62;84,76;51,37;Exp;2
24h;P;3;9;27/4/2017 13:17;a;43;7,29;26,37;;;;29,97;99,02;35,042;453,62;470,09;81,54;51,36;Exp 2;2
24h;P;3;9;27/4/2017 13:20;a;44;6,44;25,98;;;;29,83;99,01;33,499;432,32;447,3;78,56;51,37;Exp 2;2
24h;P;3;9;27/4/2017 13:23;a;45;6,36;26,23;;;;29,73;99,01;34,134;449,28;465,16;80,57;51,36;Exp 2;2
24h;N;3;10;27/4/2017 13:41;b;51;13,96;25,89;2,406;;54,2;29,6;99,04;33,997;461,18;477,41;80,81;51,49;Exp;1
24h;N;3;10;27/4/2017 13:44;b;52;13,06;25,94;2,407;;54,2;29,65;99,06;34,255;443,9;459,65;81,29;51,5;Exp;1
24h;N;3;10;27/4/2017 13:47;b;53;12,84;25,87;2,406;;54,2;29,56;99,05;34,449;463,11;479,63;82,13;51,5;Exp;1
24h;N;3;10;27/4/2017 13:53;b;54;11,86;25,85;2,407;;54,2;29,54;99,05;34,846;478,72;496;83,17;51,51;Exp;1
24h;N;3;10;27/4/2017 14:00;d;55;6,53;25,98;1,796;;54,5;29,36;99,04;33,645;458,48;474,45;81,09;51,51;Lin;1
24h;N;3;10;27/4/2017 14:06;d;56;6,53;25,8;1,789;;54,5;29,37;99,06;34,067;442,19;457,79;82,11;51,51;Exp;1
24h;N;3;10;27/4/2017 14:09;d;57;6,77;25,82;1,788;;54,5;29,24;99,05;33,109;435,9;450,83;80,4;51,49;Exp;1
24h;N;3;10;27/4/2017 14:14;a;58;4,54;26,02;2,105;;54,4;29,2;99,05;34,149;452,3;468,29;83,12;51,5;Exp;1
24h;N;3;10;27/4/2017 14:17;a;59;4,51;25,91;2,104;;54,4;29,16;99,05;34,342;466,5;483,1;83,76;51,5;Exp;1
24h;N;3;10;27/4/2017 14:20;a;60;4,63;25,92;2,103;;54,4;29,07;99,04;33,535;435,05;450,15;82,2;51,51;Exp;1
24h;NP;3;11;27/4/2017 13:42;b;46;4,4;26,25;;;;29,9;98,97;35,49;467,71;484,92;82,88;51,35;Lin;2
24h;NP;3;11;27/4/2017 13:45;b;47;4,46;26,26;;;;29,77;99;34,746;451,17;467,41;81,79;51,37;Exp;2
24h;NP;3;11;27/4/2017 13:48;b;48;4,4;25,78;;;;29,72;98,98;35,071;461,47;478,24;82,8;51,35;Exp;2
24h;NP;3;11;27/4/2017 14:02;d;49;6,81;26,12;;;;29,69;98,95;35,509;477,64;495,22;83,89;51,36;Exp 2;2
24h;NP;3;11;27/4/2017 14:05;d;50;6,6;26,02;;;;29,58;98,98;35,047;467,46;484,44;83,38;51,36;Exp 2;2
24h;NP;3;11;27/4/2017 14:08;d;51;6,06;25,76;;;;29,53;98,98;34,188;454,69;470,78;81,56;51,35;Exp 2;2
24h;NP;3;11;27/4/2017 14:15;c;52;5,07;26,54;;;;29,56;98,97;35,135;479;496,45;83,62;51,36;Exp;2
24h;NP;3;11;27/4/2017 14:18;c;53;4,69;26,24;;;;29,49;98,97;35,545;488,46;506,46;85,01;51,36;Exp;2
24h;NP;3;11;27/4/2017 14:21;c;54;5,39;26,17;;;;29,45;98,97;34,797;470,94;487,92;83,38;51,37;Exp;2
24h;N;2;12;27/4/2017 10:25;a;19;11,53;25,99;;;;28,42;99,26;35,72;500,68;519,22;91,14;51,37;Exp 2;2
24h;N;2;12;27/4/2017 10:28;a;20;11,72;25,62;;;;28,33;99,27;36,112;528,42;548,22;92,69;51,36;Exp 3;2
24h;N;2;12;27/4/2017 10:31;a;21;10,84;25,94;;;;28,49;99,27;36,215;482,47;500,6;92,06;51,36;Exp 2;2
24h;N;2;12;27/4/2017 10:39;c;22;5,11;26,08;;;;28,86;99,27;36,46;477,97;496,05;90,68;51,36;Exp 2;2
24h;N;2;12;27/4/2017 10:42;c;23;4,45;25,96;;;;28,59;99,28;35,994;484,24;502,32;91;51,37;Lin;2
24h;N;2;12;27/4/2017 10:45;c;24;4,32;25,89;;;;28,49;99,29;35,912;492,64;510,99;91,3;51,36;Lin;2
24h;N;2;12;27/4/2017 10:54;d;25;9,71;25,82;;;;28,84;99,27;36,584;536,54;556,92;91,11;51,36;Exp;2
24h;N;2;12;27/4/2017 10:57;d;26;10,26;25,99;;;;28,76;99,27;36,398;502,23;521,2;91,04;51,37;Exp;2
24h;N;2;12;27/4/2017 11:00;d;27;10,05;25,93;;;;28,62;99,28;36,008;509;528,02;90,86;51,36;Exp;2
24h;N;4;13;26/4/2017 12:59;c;49;8,59;25,72;;;;30,12;99,14;35,256;493,98;512,03;81,47;51,35;Exp 2;2
24h;N;4;13;26/4/2017 13:02;c;50;8,41;25,83;;;;30;99,16;35,069;486,82;504,51;81,59;51,34;Exp 2;2
24h;N;4;13;26/4/2017 13:05;c;51;8,65;25,88;;;;29,91;99,15;34,592;471,65;488,55;80,9;51,35;Exp 2;2
24h;N;4;13;26/4/2017 13:15;a;52;11,69;29,82;;;;29,98;99,12;35,86;487,37;505,49;83,51;51,35;Exp 2;2
24h;N;4;13;26/4/2017 13:18;a;53;11,93;29,87;;;;29,74;99,14;35,62;485,71;503,65;84,12;51,35;Exp 2;2
24h;N;4;13;26/4/2017 13:21;a;54;11,8;30,02;;;;29,66;99,13;35,477;489,27;507,27;84,13;51,35;Exp 2;2
24h;N;4;13;26/4/2017 13:29;b;55;4,8;26,03;;;;29,88;99,13;34,868;462,8;479,52;81,65;51,34;Exp 2;2
24h;N;4;13;26/4/2017 13:32;b;56;4,34;25,8;;;;29,74;99,12;35,011;493,11;511;82,64;51,34;Lin;2
24h;N;4;13;26/4/2017 13:36;b;57;4,62;25,9;;;;29,67;99,11;35,181;462,21;479,06;83,39;51,36;Exp 2;2
24h;C;4;14;26/4/2017 11:38;a;29;5,55;25,78;2,394;;54,2;29,32;99,35;31,669;433,64;447,82;76,73;51,52;Exp 2;1
24h;C;4;14;26/4/2017 11:41;a;30;5,45;25,77;2,395;;54,2;29,33;99,36;32,196;435,92;450,43;78,02;51,49;Lin;1
24h;C;4;14;26/4/2017 11:44;a;31;5,53;25,75;2,395;;54,2;29,23;99,35;32,123;429,55;443,81;78,25;51,51;Lin;1
24h;C;4;14;26/4/2017 12:00;d;32;4,69;26,02;1,988;;54,4;29,55;99,35;31,676;441,03;455,45;75,8;51,51;Lin;1
24h;C;4;14;26/4/2017 12:03;d;33;4,72;25,98;1,986;;54,4;29,55;99,36;31,675;435,29;449,53;75,8;51,52;Exp 2;1
24h;C;4;14;26/4/2017 12:06;d;34;4,85;26,05;1,984;;54,4;29,45;99,34;31,362;437,98;452,16;75,47;51,52;Exp 2;1
24h;C;4;14;26/4/2017 12:13;b;35;3,27;25,74;2,261;;54,3;29,21;99,32;31,974;436,17;450,57;77,94;51,51;Lin;1
24h;C;4;14;26/4/2017 12:16;b;36;3,07;25,58;2,256;;54,3;29,01;99,31;32,841;447,56;462,76;81,01;51,51;Lin;1
24h;C;4;14;26/4/2017 12:19;b;37;3,16;25,53;2,253;;54,3;29;99,3;32,435;443,71;458,59;80,09;51,53;Exp 2;1
24h;P;4;15;26/4/2017 10:05;d;28;4,3;25,92;;;;28,76;99,33;34,857;476,02;493,21;87,23;51,36;Exp 2;2
24h;P;4;15;26/4/2017 10:09;d;29;4,27;26,05;;;;28,62;99,36;34,284;465,21;481,73;86,53;51,36;Exp 2;2
24h;P;4;15;26/4/2017 10:12;d;30;4,05;25,97;;;;28,52;99,36;34,579;473,52;490,48;87,79;51,35;Exp 2;2
24h;P;4;15;26/4/2017 10:21;a;31;3,62;25,75;;;;28,79;99,36;34,555;468,72;485,49;86,35;51,36;Lin;2
24h;P;4;15;26/4/2017 10:24;a;32;3,2;25,57;;;;28,75;99,37;34,798;576,95;597,75;87,22;51,37;Lin;2
24h;P;4;15;26/4/2017 10:27;a;33;3,54;25,67;;;;28,77;99,37;34,629;464,52;481,19;86,64;51,36;Lin;2
24h;P;4;15;26/4/2017 10:36;b;34;5,94;26,01;;;;29,12;99,34;33,554;461,35;477,37;82,27;51,33;Exp 2;2
24h;P;4;15;26/4/2017 10:39;b;35;5,39;26,02;;;;28,98;99,36;33,462;454,94;470,69;82,72;51,36;Exp 2;2
24h;P;4;15;26/4/2017 10:42;b;36;5,03;25,94;;;;28,98;99,36;33,97;459,23;475,38;84,03;51,36;Lin;2
24h;P;5;16;26/4/2017 10:05;b;19;4,13;26,07;2,074;;54,4;29,14;99,39;33,514;431,62;446,59;82,18;51,48;Exp 2;1
24h;P;5;16;26/4/2017 10:08;b;20;4,2;26,07;2,073;;54,4;29,07;99,39;32,961;427,82;442,4;81,1;51,49;Exp 2;1
24h;P;5;16;26/4/2017 10:11;b;21;4,23;26,13;2,072;;54,4;29,4;99,39;33,675;429,09;444,05;81,32;51,49;Exp 2;1
